name,model,segment,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats
Suzuki Swift,Swift,Hatchback,2015,1.69,137309,Petrol,Individual,Manual,First Owner,20.9,1001.0,67.7,5.0
Suzuki Celerio,Celerio,Hatchback,2014,1.2,126570,Petrol,Individual,Manual,Third Owner,20.2,985.0,63.8,5.0
Suzuki Swift,Swift,Hatchback,2020,3.26,78818,PETROL,Individual,Manual,First Owner,20.3,1032.0,68.0,5.0
Suzuki Alto K10,Alto K10,Hatchback,2022,3.58,27924,Petrol,Individual,Manual,First Owner,21.6,1001.0,64.9,5.0
Suzuki WagonR,WagonR,Hatchback,2011,1.2,141573,Petrol,Individual,Manual,Second Owner,21.7,989.0,71.4,5.0
Suzuki Ertiga,Ertiga,MUV,2014,2.05,115688,Diesel,Individual, Manual ,First Owner,24.1,1461.0,97.5,6.0
Suzuki Ertiga,Ertiga,MUV,2023,7.91,500,Petrol,Trustmark Dealer,Manual,First Owner,21.4,1477.0,106.2,7.0
Suzuki WagonR,WagonR,Hatchback,2014,1.2,150767,Petrol,Individual,Manual,First Owner,22.3,1003.0,61.6,5.0
Suzuki WagonR,WagonR,Hatchback,2015,1.68,96284,PETROL,Individual,Automatic,Second Owner,22.3 kmpl,1010.0,66.9,5.0
Suzuki Swift,Swift,Hatchback,2022,4.84,35873,Petrol,Individual,Manual,First Owner,23.5,983.0,71.1,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2011,1.2,158054,Petrol,Individual, Manual ,Second Owner,21.7,1221.0,83.7,5.0
Suzuki Swift,Swift,Hatchback,2020,3.79,46636,CNG,Individual,Automatic,First Owner,33.2,1000.0,66.1,5.0
Suzuki WagonR,WagonR,Hatchback,2021,3.29,50368,Petrol,Individual,Automatic,First Owner,20.6,1009.0,68.7,5.0
Suzuki S-Presso,S-Presso,Hatchback,2017,1.9,67911,Petrol,Dealer,Manual,First Owner,20.7,1007.0,66.7,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,7.26,4481,Petrol,Individual,Manual,First Owner,,,,
Suzuki Celerio,Celerio,Hatchback,2018,1.93,115286,Petrol,Individual,Manual,First Owner,20.7,1026.0,67.8,5.0
Suzuki WagonR,WagonR,Hatchback,2022,4.44,8904,Petrol,Individual,Automatic,Third Owner,19.9,1018.0,66.0,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2016,2.38,64036,Petrol,Individual,Manual,Second Owner,21.5,1177.0,83.1,5.0
Suzuki XL6,XL6,MUV,2016,2.45,139906,Petrol,Individual,Manual,Second Owner,20.1,1437.0,97.8,7.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2020,4.45,70796,CNG,Individual,Automatic,Second Owner,27.8,1468.0,104.7,5.0
Suzuki Alto K10,Alto K10,Hatchback,2016,1.21,107628,Petrol,Trustmark Dealer,Manual,Second Owner,19.8,1010.0,64.3,5.0
Suzuki Swift,Swift,Hatchback,2019,3.08,67641,Petrol,Dealer,Automatic,First Owner,22.1 kmpl,992.0,67.1,5.0
Suzuki Swift,Swift,Hatchback,2020,4.57,29193,Petrol,Dealer,Automatic,Second Owner,21.9 kmpl,1020.0,67.6,5.0
Suzuki Celerio,Celerio,Hatchback,2011,1.2,177318,Petrol,Individual,Manual,First Owner,20.5,1000.0,70.6,5.0
Suzuki XL6,XL6,MUV,2015,2.93,108069,Petrol,Individual,Manual,First Owner,19.9,1472.0,100.9,7.0
Suzuki Ciaz,Ciaz,Sedan,2021,5.48,63668,Petrol,Dealer,Manual,First Owner,21.1 kmpl,1198.0,84.5,5.0
Suzuki Celerio,Celerio,Hatchback,2018,2.5,61404,CNG,Dealer,Automatic,Third Owner,31.4 kmpl,1014.0,65.2,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2016,2.16,121591,Petrol,Individual,Manual,First Owner,22.3,1201.0,81.7,5.0
Suzuki Dzire,Dzire,Sedan,2015,1.75,98458,Petrol,Dealer,Manual,First Owner,20.7,1204.0,81.6,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2018,3.66,64422,CNG,Individual,Automatic,First Owner,30.6,1197.0,84.4,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2021,5.63,27208,Petrol,Individual,Manual,First Owner,,1447.0,103.8,5.0
Suzuki Swift,Swift,Hatchback,2017,2.14,77460,Petrol,Dealer,Manual,Third Owner,20.1 kmpl,985.0,60.4,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2016,3.47,97387,Petrol,Dealer,Manual,First Owner,18.0,1461.0,102.0,5.0
Suzuki Ignis,Ignis,Hatchback,2017,2.56,61042,Petrol,Dealer,Manual,First Owner,21.4,989.0,70.6,5.0
Suzuki WagonR,WagonR,Hatchback,2023,5.03,3828,CNG,Individual,Manual,Second Owner,27.8,998.0,63.4,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2018,2.7,91854,Petrol,Individual,Manual,First Owner,20.0,1206.0,78.9,5.0
Suzuki Celerio,Celerio,Hatchback,2015,1.69,88269,Petrol,Individual,Manual,First Owner,21.0,1012.0,70.3,5.0
Suzuki Ertiga,Ertiga,MUV,2016,2.48,146823,Diesel,Individual,Automatic,First Owner,23.7,1457.0,98.1,6.0
Suzuki Ciaz,Ciaz,Sedan,2011,1.47,165040,Petrol,Dealer,Manual,Second Owner,19.8,1187.0,83.7,5.0
Suzuki Swift,Swift,Hatchback,2023,5.5,14164,Petrol,Individual,Automatic,First Owner,22.3,1024.0,70.0,5.0
Suzuki XL6,XL6,MUV,2012,2.32,148886,Petrol,Trustmark Dealer,Automatic,First Owner,20.6,1476.0,106.9,7.0
Suzuki Ciaz,Ciaz,Sedan,2011,1.59,149839,Petrol,Trustmark Dealer,Manual,First Owner,21.1,1199.0,84.4,5.0
Suzuki Ertiga,Ertiga,MUV,2018,4.43,64668,Petrol,Individual,Automatic,First Owner,19.4,1459.0,97.8,7.0
Suzuki Ignis,Ignis,Hatchback,2021,3.94,39055,Petrol,Individual,Manual,Second Owner,20.3,990.0,67.4,5.0
Suzuki Jimny,Jimny,SUV,2013,2.82,151330,Petrol,Individual,Manual,First Owner,15.9,1474.0,106.1,4.0
Suzuki Jimny,Jimny,SUV,2013,2.27,131134,Petrol,Individual,Manual,Second Owner,16.4,1433.0,99.0,5.0
Suzuki Fronx,Fronx,Compact SUV,2020,4.96,43167,Petrol,Dealer,Automatic,First Owner,22.1,1460.0,99.9,5.0
Suzuki Alto K10,Alto K10,Hatchback,2023,3.54,4200,CNG,Dealer,Automatic,First Owner,30.3,1026.0,66.7,5.0
Suzuki Alto K10,Alto K10,Hatchback,2016,1.35,83866,CNG,Individual,Manual,First Owner,29.9,1007.0,67.5,5.0
Suzuki Swift,Swift,Hatchback,2013,1.45,163530,Petrol,Dealer,Manual,First Owner,22.4,1009.0,71.2,5.0
Suzuki WagonR,WagonR,Hatchback,2019,2.91,50172,CNG,Individual,Manual,Second Owner,31.6,1004.0,68.2,5.0
Suzuki Jimny,Jimny,SUV,2018,6.02,60384,Petrol,Individual, Manual ,First Owner,16.6,1462.0,104.3,5.0
Suzuki Swift,Swift,Hatchback,2020,4.0,28265,Petrol,Individual,Automatic,First Owner,21.5,992.0,68.2,5.0
Suzuki Fronx,Fronx,Compact SUV,2021,4.93,30818,Petrol,Trustmark Dealer, Manual ,Second Owner,19.9,1456.0,108.1,5.0
Suzuki Ertiga,Ertiga,MUV,2011,1.34,177439,Petrol,Dealer,Manual,First Owner,22.2,1462.0,104.2,6.0
Suzuki Swift,Swift,Hatchback,2012,1.2,147884,Petrol,Individual,Manual,Second Owner,20.7,998.0,70.0,5.0
Suzuki Celerio,Celerio,Hatchback,2018,3.14,68693,Petrol,Individual,Automatic,First Owner,21.4,993.0,65.0,5.0
Suzuki Alto K10,Alto K10,Hatchback,2014,1.2,125148,Petrol,Individual,Manual,First Owner,17.6,992.0,66.9,5.0
Suzuki WagonR,WagonR,Hatchback,2019,3.0,87561,Petrol,Individual,Automatic,First Owner,20.6 kmpl,1029.0,64.5,5.0
Suzuki Dzire,Dzire,Sedan,2020,3.46,68517,Petrol,Individual,Automatic,Second Owner,19.3,1219.0,81.8,5.0
Suzuki Swift,Swift,Hatchback,2017,2.67,45958,Petrol,Individual,Manual,Second Owner,22.9,964.0,62.5,5.0
Suzuki Jimny,Jimny,SUV,2020,8.56,47015,Petrol,Dealer,Automatic,First Owner,,,,
Suzuki WagonR,WagonR,Hatchback,2021,4.01,33152,CNG,Dealer,Manual,First Owner,29.2,984.0,65.1,5.0
Suzuki Swift,Swift,Hatchback,2016,2.54,52538,Petrol,Individual, Manual ,Second Owner,21.5 kmpl,1017.0,67.8,5.0
Suzuki Swift,Swift,Hatchback,2015,1.25,150532,CNG,Individual,Manual,Third Owner,30.6,1004.0,68.2,5.0
Suzuki Swift,Swift,Hatchback,2022,4.89,20876,Petrol,Individual,Automatic,Third Owner,20.5,1003.0,61.6,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2022,6.89,26536,Petrol,Individual,Automatic,First Owner,20.2,1469.0,102.5,5.0
Suzuki Fronx,Fronx,Compact SUV,2023,8.1,8020,Petrol,Individual,Automatic,First Owner,22.9,1438.0,100.1,5.0
Suzuki Ertiga,Ertiga,MUV,2017,4.32,53086,Diesel,Individual,Automatic,First Owner,22.6 kmpl,1445.0,104.7,7.0
Suzuki Swift,Swift,Hatchback,2015,1.64,133018,PETROL,Dealer,Manual,Second Owner,21.2,1012.0,71.5,5.0
Suzuki Swift,Swift,Hatchback,2012,1.27,129858,Petrol,Individual,Automatic,First Owner,20.4,1032.0,67.9,5.0
Suzuki Ertiga,Ertiga,MUV,2017,2.74,93512,Petrol,Individual,Manual,First Owner,17.9,1453.0,107.3,6.0
Suzuki XL6,XL6,MUV,2019,5.47,87979,Petrol,Individual,Automatic,First Owner,21.3,1452.0,101.2,6.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2013,1.42,143066,Petrol,Dealer,Manual,Second Owner,22.9,1464.0,110.3,5.0
Suzuki Swift,Swift,Hatchback,2019,3.72,39982,Petrol,Individual,Automatic,First Owner,21.7,1021.0,62.6,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2017,4.3,66247,Petrol,Individual,Automatic,First Owner,22.2,1468.0,102.6,5.0
Suzuki Celerio,Celerio,Hatchback,2011,1.2,96247,Petrol,Trustmark Dealer,Manual,First Owner,20.5 kmpl,988.0,67.6,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2013,1.2,126986,CNG,Individual,Manual,Third Owner,29.2,1187.0,82.9,5.0
Suzuki Fronx,Fronx,Compact SUV,2020,5.69,50654,CNG,Individual,Automatic,First Owner,29.7,1458.0,107.6,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2012,1.38,101730,Petrol,Trustmark Dealer,Manual,First Owner,21.5,1201.0,81.6,5.0
Suzuki Celerio,Celerio,Hatchback,2019,2.43,73872,CNG,Dealer,Manual,Second Owner,33.7,995.0,64.8,5.0
Suzuki WagonR,WagonR,Hatchback,2015,1.62,97269,Petrol,Individual,Manual,First Owner,22.2,1001.0,68.7,5.0
Suzuki Celerio,Celerio,Hatchback,2011,1.2,178431,CNG,Individual,Manual,First Owner,,997.0,62.0,5.0
Suzuki Jimny,Jimny,SUV,2017,6.84,39860,Petrol,Dealer,Automatic,First Owner,14.9,1472.0,101.3,4.0
Suzuki Baleno,Baleno,Premium Hatchback,2017,2.75,67880,Petrol,Individual,Manual,First Owner,22.2,1212.0,84.3,5.0
Suzuki Swift,Swift,Hatchback,2015,1.47,137238,CNG,Individual,Manual,Second Owner,31.3,1004.0,65.4,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,6.17,21895,Petrol,Dealer,Manual,Third Owner,20.1,1474.0,100.6,5.0
Suzuki Swift,Swift,Hatchback,2017,2.15,119499,CNG,Individual,Manual,First Owner,30.1 kmpl,998.0,59.6,5.0
Suzuki Fronx,Fronx,Compact SUV,2016,2.37,102966,Petrol,Dealer,Manual,First Owner,20.4,1456.0,102.4,5.0
Suzuki Dzire,Dzire,Sedan,2016,1.47,137405,Petrol,Individual,Automatic,Second Owner,21.3,1211.0,80.9,5.0
Suzuki Ciaz,Ciaz,Sedan,2011,1.94,90845,Petrol,Individual,Automatic,Second Owner,20.7 kmpl,1181.0,80.7,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2021,5.65,36265,Petrol,Individual,Manual,First Owner,20.8,1457.0,105.7,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2014,1.44,180663,Petrol,Dealer,Manual,Second Owner,22.9,1202.0,82.6,5.0
Suzuki Swift,Swift,Hatchback,2023,4.8,11475,Petrol,Individual,Automatic,Fourth & Above Owner,20.0,996.0,67.6,5.0
Suzuki XL6,XL6,MUV,2009,1.4,164180,Diesel,Individual,Manual,First Owner,24.8,1461.0,97.7,7.0
Suzuki WagonR,WagonR,Hatchback,2016,2.3,73813,Petrol,Individual,Automatic,First Owner,22.0,998.0,63.8,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2016,2.74,78343,Petrol,Dealer,Manual,First Owner,25.6,1188.0,75.8,5.0
Suzuki Celerio,Celerio,Hatchback,2023,5.55,8256,Petrol,Trustmark Dealer,Manual,First Owner,20.0,992.0,67.3,5.0
Suzuki Alto K10,Alto K10,Hatchback,2021,2.63,41689,PETROL,Individual,Manual,First Owner,20.0,995.0,64.2,5.0
Suzuki Celerio,Celerio,Hatchback,2016,1.9,105360,CNG,Individual,Manual,First Owner,29.9 kmpl,1018.0,65.7,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2018,3.25,94175,Petrol,Individual,Automatic,First Owner,21.0,1467.0,104.6,5.0
Suzuki Alto K10,Alto K10,Hatchback,2023,4.2,6961,Petrol,Individual,Automatic,First Owner,21.0,996.0,65.7,5.0
Suzuki Dzire,Dzire,Sedan,2022,4.77,42692,CNG,Dealer,Manual,First Owner,30.8,1215.0,78.5,5.0
Suzuki Jimny,Jimny,SUV,2015,4.04,108104,Petrol,Dealer,Manual,First Owner,16.3,1475.0,97.6,4.0
Suzuki WagonR,WagonR,Hatchback,2018,2.21,69327,CNG,Dealer,Manual,Second Owner,29.6,998.0,65.2,5.0
Suzuki Dzire,Dzire,Sedan,2017,1.91,123419,Petrol,Individual,Manual,Second Owner,20.5,1192.0,77.0,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2013,2.22,161782,Petrol,Individual,Manual,First Owner,18.5,1460.0,102.5,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2015,2.88,90523,Petrol,Individual,Automatic,First Owner,19.4,1473.0,101.2,5.0
Suzuki Dzire,Dzire,Sedan,2016,2.36,87611,Petrol,Dealer,Manual,First Owner,21.8,1227.0,82.5,5.0
Suzuki Ciaz,Ciaz,Sedan,2023,7.15,22748,Petrol,Individual,Manual,Second Owner,22.0,1211.0,81.2,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2013,1.4,158112,Petrol,Individual,Manual,Second Owner,22.6,1197.0,78.0,5.0
Suzuki S-Presso,S-Presso,Hatchback,2017,1.76,89585,CNG,Dealer,Manual,Second Owner,28.5,992.0,67.6,5.0
Suzuki WagonR,WagonR,Hatchback,2016,2.11,103801,Petrol,Individual,Automatic,Second Owner,22.6,988.0,62.5,5.0
Suzuki Dzire,Dzire,Sedan,2019,4.19,35975,Petrol,Individual,Manual,First Owner,19.1,1203.0,83.6,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2015,3.24,35167,Petrol,Individual,Automatic,First Owner,18.4,1443.0,102.3,5.0
Suzuki Swift,Swift,Hatchback,2018,2.95,65307,Petrol,Dealer,Manual,First Owner,21.4,993.0,67.4,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2012,1.64,153289,CNG,Individual,Manual,First Owner,30.3,1452.0,102.6,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2018,2.65,75131,Petrol,Individual,Manual,Second Owner,23.7,1195.0,81.9,5.0
Suzuki Ertiga,Ertiga,MUV,2023,6.87,13718,Petrol,Dealer,Manual,Second Owner,19.2,1453.0,101.2,7.0
Suzuki Alto K10,Alto K10,Hatchback,2017,1.58,95552,Petrol,Individual,Manual,First Owner,20.3,991.0,66.4,5.0
Suzuki Fronx,Fronx,Compact SUV,2018,3.53,69959,Petrol,Trustmark Dealer,Manual,First Owner,19.2,1461.0,107.4,5.0
Suzuki Fronx,Fronx,Compact SUV,2020,4.26,75158,Petrol,Individual, Automatic ,Third Owner,17.6,1454.0,103.1,5.0
Suzuki Swift,Swift,Hatchback,2020,3.75,34784,Petrol,Individual,Manual,First Owner,19.2,980.0,63.1,5.0
Suzuki Ertiga,Ertiga,MUV,2013,0.01,139364,Petrol,Dealer,Automatic,First Owner,20.7,1466.0,101.1,7.0
Suzuki Alto K10,Alto K10,Hatchback,2021,2.71,34022,Petrol,Individual,Manual,Second Owner,20.2,994.0,71.2,5.0
Suzuki Ciaz,Ciaz,Sedan,2020,6.05,64353,CNG,Individual,Automatic,First Owner,29.7,1192.0,84.2,5.0
Suzuki Swift,Swift,Hatchback,2018,3.15,71742,PETROL,Dealer,Automatic,First Owner,20.6 kmpl,991.0,70.3,5.0
Suzuki Alto K10,Alto K10,Hatchback,2013,1.2,131520,CNG,Dealer,Manual,Second Owner,33.8,1016.0,71.3,5.0
Suzuki Jimny,Jimny,SUV,2017,4.5,97286,Petrol,Dealer,Automatic,First Owner,14.1,1451.0,97.0,5.0
Suzuki WagonR,WagonR,Hatchback,2015,1.68,96438,Petrol,Dealer,Manual,First Owner,23.1,1003.0,70.0,5.0
Suzuki Ertiga,Ertiga,MUV,2016,2.9,91539,Petrol,Dealer,Manual,First Owner,20.1,1466.0,106.1,6.0
Suzuki Baleno,Baleno,Premium Hatchback,2017,2.38,104740,Petrol,Dealer,Manual,First Owner,23.4,1180.0,78.1,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2020,3.73,49944,Petrol,Individual,Manual,First Owner,22.4,1216.0,85.7,5.0
Suzuki Ciaz,Ciaz,Sedan,2015,2.24,76507,Petrol,Dealer,Manual,Fourth & Above Owner,21.9,1182.0,79.2,5.0
Suzuki Ertiga,Ertiga,MUV,2019,5.27,29479,Petrol,Individual,Manual,First Owner,20.1,1448.0,102.7,7.0
Suzuki Baleno,Baleno,Premium Hatchback,2020,4.28,41088,Petrol,Individual,Manual,First Owner,22.0,1200.0,79.7,5.0
Suzuki WagonR,WagonR,Hatchback,2015,1.31,128605,CNG,Individual,Manual,First Owner,28.7,997.0,72.2,5.0
Suzuki Ertiga,Ertiga,MUV,2023,7.82,4197,Petrol,Individual,Manual,First Owner,19.4,1473.0,98.0,6.0
Suzuki WagonR,WagonR,Hatchback,2022,4.15,28145,CNG,Individual,Manual,First Owner,32.0,1000.0,71.5,5.0
Suzuki Swift,Swift,Hatchback,2020,3.73,49392,CNG,Individual,Manual,First Owner,30.5 kmpl,983.0,72.6,5.0
Suzuki Ignis,Ignis,Hatchback,2017,2.8,51115,Petrol,Individual,Manual,First Owner,19.8,1019.0,66.6,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2019,3.81,61574,Petrol,Dealer,Manual,First Owner,21.1,1197.0,82.6,5.0
Suzuki Swift,Swift,Hatchback,2023,6.0,11095,Petrol,Individual,Manual,First Owner,22.5,1018.0,67.0,5.0
Suzuki Dzire,Dzire,Sedan,2016,2.08,98921,Petrol,Dealer,Manual,First Owner,22.6,1182.0,74.8,5.0
Suzuki Alto K10,Alto K10,Hatchback,2012,1.2,221392,Petrol,Individual, Automatic ,First Owner,19.7,1040.0,65.5,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2021,6.32,30746,Petrol,Individual,Automatic,First Owner,21.7,1460.0,99.1,5.0
Suzuki Ignis,Ignis,Hatchback,2020,3.39,38200,Petrol,Trustmark Dealer,Manual,First Owner,21.6,1023.0,61.3,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2020,6.53,53362,Petrol,Individual,Automatic,Second Owner,16.4 kmpl,1463.0,103.7,5.0
Suzuki S-Presso,S-Presso,Hatchback,2016,1.2,147600,Petrol,Dealer,Manual,Second Owner,21.7,996.0,65.5,5.0
Suzuki Swift,Swift,Hatchback,2015,1.96,91828,Petrol,Individual,Automatic,First Owner,23.4 kmpl,982.0,69.1,5.0
Suzuki Alto K10,Alto K10,Hatchback,2015,1.41,92922,Petrol,Individual,Automatic,First Owner,19.4 kmpl,987.0,65.2,5.0
Suzuki Alto K10,Alto K10,Hatchback,2022,3.61,20343,CNG,Dealer,Automatic,First Owner,31.6,985.0,70.9,5.0
Suzuki Swift,Swift,Hatchback,2020,4.0,43825,CNG,Individual,Manual,First Owner,33.0,1008.0,63.4,5.0
Suzuki Jimny,Jimny,SUV,2023,11.9,12473,Petrol,Dealer,Manual,First Owner,16.0,1465.0,103.6,4.0
Suzuki Baleno,Baleno,Premium Hatchback,2012,2.07,50333,Petrol,Dealer,Manual,First Owner,21.8,1188.0,83.2,5.0
Suzuki Celerio,Celerio,Hatchback,2019,2.65,50984,Petrol,Individual,Manual,Third Owner,21.9,995.0,68.3,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2017,2.43,78302,Petrol,Individual,Automatic,Third Owner,,1205.0,80.1,
Suzuki Grand Vitara,Grand Vitara,SUV,2010,1.2,148122,PETROL,Individual,Manual,Fourth & Above Owner,16.0 kmpl,1465.0,101.9,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2013,1.49,133091,Petrol,Dealer,Manual,First Owner,22.1,1204.0,86.9,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2013,2.33,95037,Petrol,Individual,Automatic,First Owner,19.1,1468.0,106.4,5.0
Suzuki WagonR,WagonR,Hatchback,2013,1.2,132308,CNG,Individual,Automatic,First Owner,31.2,993.0,74.5,5.0
Suzuki Alto K10,Alto K10,Hatchback,2015,1.29,97805,Petrol,Individual,Automatic,First Owner,22.2,1004.0,62.2,5.0
Suzuki Swift,Swift,Hatchback,2008,1.2,127552,Petrol,Individual,Automatic,Third Owner,21.7,993.0,71.6,5.0
Suzuki Swift,Swift,Hatchback,2014,1.34,145182,Petrol,Individual,Manual,Second Owner,20.2,1001.0,68.8,5.0
Suzuki Alto K10,Alto K10,Hatchback,2013,1.2,169839,Petrol,Individual, Automatic ,First Owner,21.3,1015.0,71.2,5.0
Suzuki Dzire,Dzire,Sedan,2018,2.41,86781,CNG,Individual, Automatic ,Second Owner,30.8,1184.0,81.0,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,7.86,500,Petrol,Trustmark Dealer, Automatic ,First Owner,20.1,1454.0,105.1,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2019,3.44,53724,CNG,Trustmark Dealer,Manual,Second Owner,31.6,1173.0,81.9,5.0
Suzuki Celerio,Celerio,Hatchback,2017,2.82,57152,Petrol,Dealer,Automatic,First Owner,,991.0,68.1,
Suzuki Alto K10,Alto K10,Hatchback,2017,1.39,101004,CNG,Individual,Manual,Third Owner,32.2,1018.0,65.2,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2016,2.0,96250,PETROL,Dealer,Manual,Second Owner,22.1,1189.0,80.6,5.0
Suzuki Swift,Swift,Hatchback,2018,2.49,58615,Petrol,Dealer,Manual,Third Owner,20.5,982.0,68.3,5.0
Suzuki WagonR,WagonR,Hatchback,2014,1.27,150588,Petrol,Dealer,Manual,First Owner,21.0,989.0,70.1,5.0
Suzuki Alto K10,Alto K10,Hatchback,2015,1.45,85105,CNG,Individual,Automatic,First Owner,31.2,1012.0,66.8,5.0
Suzuki Dzire,Dzire,Sedan,2018,3.09,82777,Petrol,Individual,Manual,First Owner,21.1,1238.0,84.5,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2018,2.27,101820,Petrol,Individual,Automatic,Third Owner,21.0 kmpl,1174.0,75.9,5.0
Suzuki Swift,Swift,Hatchback,2020,3.73,14058,Petrol,Individual, Manual ,Second Owner,22.0 kmpl,996.0,65.9,5.0
Suzuki XL6,XL6,MUV,2023,10.55,17428,Petrol,Individual,Automatic,First Owner,20.0,1478.0,101.3,6.0
Suzuki Alto K10,Alto K10,Hatchback,2020,2.72,55575,Petrol,Trustmark Dealer,Automatic,First Owner,21.6 kmpl,990.0,70.4,5.0
Suzuki Ignis,Ignis,Hatchback,2016,2.23,51024,Petrol,Dealer,Manual,First Owner,22.1,1009.0,66.2,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.46,74100,CNG,Dealer,Automatic,Third Owner,31.5,1187.0,89.4,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2019,3.42,74953,Petrol,Dealer,Manual,First Owner,23.5,1219.0,86.1,5.0
Suzuki Jimny,Jimny,SUV,2013,2.87,102393,Petrol,Trustmark Dealer,Automatic,Second Owner,18.6 kmpl,1475.0,101.7,5.0
Suzuki Swift,Swift,Hatchback,2015,1.63,101163,CNG,Dealer,Manual,First Owner,30.5 kmpl,1005.0,74.6,5.0
Suzuki Fronx,Fronx,Compact SUV,2021,7.1,7318,PETROL,Trustmark Dealer,Manual,First Owner,20.3,1453.0,97.1,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,8.06,6352,Petrol,Dealer,Manual,First Owner,20.2,1465.0,101.5,5.0
Suzuki Ertiga,Ertiga,MUV,2021,5.41,39459,Petrol,Individual,Manual,Third Owner,20.0,1451.0,103.3,7.0
Suzuki Swift,Swift,Hatchback,2014,1.45,68448,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,23.1,1009.0,72.6,5.0
Suzuki Celerio,Celerio,Hatchback,2021,4.56,4065,Petrol,Dealer,Automatic,First Owner,21.9,1005.0,64.9,5.0
Suzuki Jimny,Jimny,SUV,2020,8.36,33587,PETROL,Individual,Automatic,First Owner,17.7,1462.0,97.7,4.0
Suzuki Fronx,Fronx,Compact SUV,2020,4.51,52000,Petrol,Trustmark Dealer, Automatic ,Second Owner,22.1,1450.0,109.7,5.0
Suzuki WagonR,WagonR,Hatchback,2009,1.2,126166,Petrol,Individual,Manual,First Owner,19.7,998.0,72.7,5.0
Suzuki Ciaz,Ciaz,Sedan,2015,2.74,82845,Petrol,Individual,Manual,Third Owner,21.5,1164.0,80.1,5.0
Suzuki Ertiga,Ertiga,MUV,2017,3.31,81309,Petrol,Individual,Automatic,Second Owner,22.2,1486.0,106.8,6.0
Suzuki Baleno,Baleno,Premium Hatchback,2017,2.33,95545,CNG,Individual,Manual,First Owner,32.8,1199.0,77.5,5.0
Suzuki Dzire,Dzire,Sedan,2010,1.27,92746,CNG,Individual,Automatic,Second Owner,31.8,1195.0,75.6,5.0
Suzuki WagonR,WagonR,Hatchback,2014,1.6,97106,Petrol,Dealer,Manual,First Owner,,,,
Suzuki Alto K10,Alto K10,Hatchback,2015,1.2,116876,CNG,Trustmark Dealer,Manual,First Owner,31.5,984.0,69.9,5.0
Suzuki WagonR,WagonR,Hatchback,2016,1.56,130276,Petrol,Trustmark Dealer,Manual,Second Owner,21.6,999.0,63.6,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2018,2.96,70692,Petrol,Trustmark Dealer,Manual,Second Owner,22.6,1184.0,83.1,5.0
Suzuki Swift,Swift,Hatchback,2023,5.31,28819,Petrol,Individual,Manual,First Owner,21.5,1010.0,70.9,5.0
Suzuki Fronx,Fronx,Compact SUV,2018,3.04,84832,Petrol,Dealer, Manual ,First Owner,21.1,1467.0,104.3,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2014,1.92,188303,Petrol,Individual,Manual,First Owner,21.8,1475.0,99.3,5.0
